course,geoLevel,geoName,sex,stage,value,sourceId
2024-2025,province,Soria,hombre,TOTAL PRIMARIA,22,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 1.º,2,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 2.º,4,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 3.º,6,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 4.º,4,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 5.º,4,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,E. Primaria 6.º,2,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,TOTAL ESO,30,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,1º E.S.O.,7,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,2º E.S.O.,9,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,3º E.S.O.,10,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,4º E.S.O.,4,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,BACHILLERATO,9,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,TOTAL,29,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,TOTAL PRIMARIA,13,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 1.º,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 2.º,5,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 3.º,1,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 4.º,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 5.º,5,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,E. Primaria 6.º,2,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,TOTAL ESO,13,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,1º E.S.O.,2,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,2º E.S.O.,3,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,3º E.S.O.,3,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,4º E.S.O.,5,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,BACHILLERATO,2,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Soria,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,TOTAL,511,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. INFANTIL 2.º CICLO,3,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,TOTAL PRIMARIA,238,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 1.º,11,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 2.º,29,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 3.º,39,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 4.º,53,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 5.º,50,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,E. Primaria 6.º,56,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,TOTAL ESO,218,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,1º E.S.O.,58,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,2º E.S.O.,56,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,3º E.S.O.,65,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,4º E.S.O.,39,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,BACHILLERATO,52,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,total,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,TOTAL,358,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,TOTAL PRIMARIA,175,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 1.º,6,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 2.º,24,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 3.º,33,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 4.º,39,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 5.º,33,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria 6.º,40,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,TOTAL ESO,146,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,1º E.S.O.,40,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,2º E.S.O.,32,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,3º E.S.O.,48,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,4º E.S.O.,26,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,BACHILLERATO,35,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,TOTAL,153,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,TOTAL PRIMARIA,63,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 1.º,5,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 2.º,5,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 3.º,6,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 4.º,14,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 5.º,17,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria 6.º,16,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,TOTAL ESO,72,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,1º E.S.O.,18,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,2º E.S.O.,24,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,3º E.S.O.,17,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,4º E.S.O.,13,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,BACHILLERATO,17,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Valladolid,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,TOTAL,121,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,TOTAL PRIMARIA,61,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 1.º,3,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 2.º,10,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 3.º,11,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 4.º,15,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 5.º,12,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,E. Primaria 6.º,10,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,TOTAL ESO,52,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,1º E.S.O.,19,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,2º E.S.O.,10,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,3º E.S.O.,9,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,4º E.S.O.,14,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,BACHILLERATO,7,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,total,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,TOTAL,98,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,TOTAL PRIMARIA,49,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 1.º,2,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 2.º,6,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 3.º,9,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 4.º,13,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 5.º,10,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria 6.º,9,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,TOTAL ESO,42,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,1º E.S.O.,12,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,2º E.S.O.,9,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,3º E.S.O.,7,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,4º E.S.O.,14,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,BACHILLERATO,6,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,TOTAL,23,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,TOTAL PRIMARIA,12,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 1.º,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 2.º,4,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 3.º,2,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 4.º,2,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 5.º,2,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria 6.º,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,TOTAL ESO,10,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,1º E.S.O.,7,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,2º E.S.O.,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,3º E.S.O.,2,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,4º E.S.O.,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,BACHILLERATO,1,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Zamora,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,TOTAL,2299,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. INFANTIL 2.º CICLO,37,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,TOTAL PRIMARIA,1108,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 1.º,65,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 2.º,138,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 3.º,206,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 4.º,315,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 5.º,196,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria 6.º,188,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,TOTAL ESO,1022,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,1º E.S.O.,346,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,2º E.S.O.,179,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,3º E.S.O.,168,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,4º E.S.O.,329,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,BACHILLERATO,129,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,FP BÁSICA,1,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,FP GRADO MEDIO,2,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,TOTAL,1552,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. INFANTIL 2.º CICLO,22,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,TOTAL PRIMARIA,789,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 1.º,49,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 2.º,104,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 3.º,144,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 4.º,223,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 5.º,141,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria 6.º,128,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,TOTAL ESO,641,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,1º E.S.O.,226,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,2º E.S.O.,123,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,3º E.S.O.,119,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,4º E.S.O.,173,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,BACHILLERATO,97,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,FP BÁSICA,1,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,FP GRADO MEDIO,2,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,TOTAL,747,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. INFANTIL 2.º CICLO,15,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,TOTAL PRIMARIA,319,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 1.º,16,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 2.º,34,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 3.º,62,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 4.º,92,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 5.º,55,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria 6.º,60,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,TOTAL ESO,381,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,1º E.S.O.,120,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,2º E.S.O.,56,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,3º E.S.O.,49,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,4º E.S.O.,156,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,BACHILLERATO,32,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,TOTAL,474,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. INFANTIL 2.º CICLO,11,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,TOTAL PRIMARIA,244,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 1.º,22,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 2.º,41,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 3.º,36,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 4.º,64,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 5.º,47,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,E. Primaria 6.º,34,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,TOTAL ESO,191,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,1º E.S.O.,63,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,2º E.S.O.,49,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,3º E.S.O.,25,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,4º E.S.O.,54,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,BACHILLERATO,26,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,FP GRADO MEDIO,2,educabase-otros-03-2024-2025
2024-2025,province,Albacete,total,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,TOTAL,326,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. INFANTIL 2.º CICLO,6,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,TOTAL PRIMARIA,169,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 1.º,16,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 2.º,34,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 3.º,25,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 4.º,40,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 5.º,31,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria 6.º,23,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,TOTAL ESO,126,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,1º E.S.O.,40,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,2º E.S.O.,34,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,3º E.S.O.,20,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,4º E.S.O.,32,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,BACHILLERATO,23,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,FP GRADO MEDIO,2,educabase-otros-03-2024-2025
2024-2025,province,Albacete,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,TOTAL,148,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. INFANTIL 2.º CICLO,5,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,TOTAL PRIMARIA,75,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 1.º,6,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 2.º,7,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 3.º,11,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 4.º,24,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 5.º,16,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria 6.º,11,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,TOTAL ESO,65,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,1º E.S.O.,23,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,2º E.S.O.,15,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,3º E.S.O.,5,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,4º E.S.O.,22,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,BACHILLERATO,3,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Albacete,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,TOTAL,369,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. INFANTIL 2.º CICLO,4,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,TOTAL PRIMARIA,168,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 1.º,7,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 2.º,21,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 3.º,36,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 4.º,48,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 5.º,26,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,E. Primaria 6.º,30,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,TOTAL ESO,175,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,1º E.S.O.,57,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,2º E.S.O.,28,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,3º E.S.O.,23,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,4º E.S.O.,67,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,BACHILLERATO,22,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,total,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,TOTAL,253,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. INFANTIL 2.º CICLO,3,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,TOTAL PRIMARIA,131,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 1.º,4,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 2.º,18,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 3.º,28,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 4.º,40,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 5.º,22,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,E. Primaria 6.º,19,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,TOTAL ESO,103,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,1º E.S.O.,37,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,2º E.S.O.,17,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,3º E.S.O.,16,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,4º E.S.O.,33,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,BACHILLERATO,16,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,FP BÁSICA,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,FP GRADO MEDIO,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,TOTAL,116,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,TOTAL PRIMARIA,37,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 1.º,3,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 2.º,3,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 3.º,8,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 4.º,8,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 5.º,4,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,E. Primaria 6.º,11,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,TOTAL ESO,72,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,1º E.S.O.,20,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,2º E.S.O.,11,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,3º E.S.O.,7,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,4º E.S.O.,34,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,BACHILLERATO,6,educabase-otros-03-2024-2025
2024-2025,province,Ciudad Real,mujer,FP BÁSICA,0,educabase-otros-03-2024-2025
