course,geoLevel,geoName,sex,stage,value,sourceId
2023-2024,province,Guadalajara,total,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,total,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,TOTAL,63,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. INFANTIL 2.º CICLO,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,TOTAL PRIMARIA,47,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 1.º,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 2.º,7,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 3.º,7,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 4.º,11,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 5.º,5,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,E. Primaria 6.º,17,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,TOTAL ESO,9,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,1º E.S.O.,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,2º E.S.O.,1,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,3º E.S.O.,2,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,4º E.S.O.,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,BACHILLERATO,4,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,TOTAL,28,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,TOTAL PRIMARIA,22,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 1.º,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 2.º,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 3.º,5,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 4.º,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 5.º,7,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,E. Primaria 6.º,4,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,TOTAL ESO,3,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,1º E.S.O.,1,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,2º E.S.O.,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,3º E.S.O.,1,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,4º E.S.O.,1,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,BACHILLERATO,2,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Guadalajara,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,TOTAL,282,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. INFANTIL 2.º CICLO,5,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,TOTAL PRIMARIA,180,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 1.º,4,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 2.º,28,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 3.º,30,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 4.º,37,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 5.º,43,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,E. Primaria 6.º,38,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,TOTAL ESO,75,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,1º E.S.O.,27,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,2º E.S.O.,18,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,3º E.S.O.,22,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,4º E.S.O.,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,BACHILLERATO,22,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,total,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,TOTAL,210,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. INFANTIL 2.º CICLO,3,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,TOTAL PRIMARIA,143,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 1.º,3,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 2.º,24,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 3.º,22,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 4.º,29,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 5.º,34,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,E. Primaria 6.º,31,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,TOTAL ESO,50,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,1º E.S.O.,19,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,2º E.S.O.,14,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,3º E.S.O.,14,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,4º E.S.O.,3,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,BACHILLERATO,14,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,TOTAL,72,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,TOTAL PRIMARIA,37,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 1.º,1,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 2.º,4,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 3.º,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 4.º,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 5.º,9,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,E. Primaria 6.º,7,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,TOTAL ESO,25,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,1º E.S.O.,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,2º E.S.O.,4,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,3º E.S.O.,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,4º E.S.O.,5,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,BACHILLERATO,8,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,FP GRADO MEDIO,0,educabase-otros-03-2023-2024
2023-2024,province,Toledo,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,TOTAL,4200,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. INFANTIL 2.º CICLO,4,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,TOTAL PRIMARIA,1184,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 1.º,22,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 2.º,73,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 3.º,171,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 4.º,229,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 5.º,309,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,E. Primaria 6.º,380,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,TOTAL ESO,2136,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,1º E.S.O.,465,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,2º E.S.O.,491,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,3º E.S.O.,565,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,4º E.S.O.,615,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,BACHILLERATO,772,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,FP GRADO MEDIO,55,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,total,FP GRADO SUPERIOR,49,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,TOTAL,2699,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,TOTAL PRIMARIA,782,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 1.º,16,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 2.º,53,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 3.º,111,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 4.º,157,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 5.º,205,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,E. Primaria 6.º,240,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,TOTAL ESO,1368,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,1º E.S.O.,301,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,2º E.S.O.,320,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,3º E.S.O.,357,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,4º E.S.O.,390,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,BACHILLERATO,499,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,FP GRADO MEDIO,32,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,hombre,FP GRADO SUPERIOR,16,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,TOTAL,1501,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,TOTAL PRIMARIA,402,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 1.º,6,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 2.º,20,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 3.º,60,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 4.º,72,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 5.º,104,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,E. Primaria 6.º,140,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,TOTAL ESO,768,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,1º E.S.O.,164,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,2º E.S.O.,171,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,3º E.S.O.,208,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,4º E.S.O.,225,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,BACHILLERATO,273,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,FP GRADO MEDIO,23,educabase-otros-03-2023-2024
2023-2024,ccaa,Cataluña,mujer,FP GRADO SUPERIOR,33,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,TOTAL,2612,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,TOTAL PRIMARIA,812,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 1.º,9,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 2.º,48,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 3.º,121,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 4.º,159,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 5.º,210,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,E. Primaria 6.º,265,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,TOTAL ESO,1321,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,1º E.S.O.,290,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,2º E.S.O.,324,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,3º E.S.O.,358,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,4º E.S.O.,349,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,BACHILLERATO,463,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,FP GRADO MEDIO,10,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,total,FP GRADO SUPERIOR,4,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,TOTAL,1723,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,TOTAL PRIMARIA,544,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 1.º,5,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 2.º,35,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 3.º,79,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 4.º,117,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 5.º,138,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,E. Primaria 6.º,170,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,TOTAL ESO,856,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,1º E.S.O.,193,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,2º E.S.O.,216,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,3º E.S.O.,225,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,4º E.S.O.,222,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,BACHILLERATO,312,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,FP GRADO MEDIO,8,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,hombre,FP GRADO SUPERIOR,3,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,TOTAL,889,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. INFANTIL 2.º CICLO,2,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,TOTAL PRIMARIA,268,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 1.º,4,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 2.º,13,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 3.º,42,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 4.º,42,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 5.º,72,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,E. Primaria 6.º,95,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,TOTAL ESO,465,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,1º E.S.O.,97,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,2º E.S.O.,108,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,3º E.S.O.,133,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,4º E.S.O.,127,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,BACHILLERATO,151,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,FP GRADO MEDIO,2,educabase-otros-03-2023-2024
2023-2024,province,Barcelona,mujer,FP GRADO SUPERIOR,1,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,TOTAL,820,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,TOTAL PRIMARIA,215,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 1.º,11,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 2.º,15,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 3.º,28,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 4.º,33,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 5.º,63,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,E. Primaria 6.º,65,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,TOTAL ESO,424,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,1º E.S.O.,89,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,2º E.S.O.,86,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,3º E.S.O.,116,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,4º E.S.O.,133,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,BACHILLERATO,163,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,FP GRADO MEDIO,17,educabase-otros-03-2023-2024
2023-2024,province,Girona,total,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,TOTAL,497,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,TOTAL PRIMARIA,137,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 1.º,9,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 2.º,9,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 3.º,15,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 4.º,20,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 5.º,40,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,E. Primaria 6.º,44,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,TOTAL ESO,257,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,1º E.S.O.,55,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,2º E.S.O.,53,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,3º E.S.O.,69,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,4º E.S.O.,80,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,BACHILLERATO,91,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,FP GRADO MEDIO,11,educabase-otros-03-2023-2024
2023-2024,province,Girona,hombre,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,TOTAL,323,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,TOTAL PRIMARIA,78,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 1.º,2,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 2.º,6,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 3.º,13,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 4.º,13,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 5.º,23,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,E. Primaria 6.º,21,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,TOTAL ESO,167,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,1º E.S.O.,34,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,2º E.S.O.,33,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,3º E.S.O.,47,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,4º E.S.O.,53,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,BACHILLERATO,72,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,FP GRADO MEDIO,6,educabase-otros-03-2023-2024
2023-2024,province,Girona,mujer,FP GRADO SUPERIOR,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,TOTAL,371,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,TOTAL PRIMARIA,60,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 1.º,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 2.º,5,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 3.º,10,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 4.º,17,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 5.º,12,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,E. Primaria 6.º,16,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,TOTAL ESO,177,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,1º E.S.O.,34,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,2º E.S.O.,44,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,3º E.S.O.,38,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,4º E.S.O.,61,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,BACHILLERATO,67,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,FP GRADO MEDIO,23,educabase-otros-03-2023-2024
2023-2024,province,Lleida,total,FP GRADO SUPERIOR,44,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,TOTAL,226,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,TOTAL PRIMARIA,37,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 1.º,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 2.º,5,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 3.º,8,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 4.º,8,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 5.º,9,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,E. Primaria 6.º,7,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,TOTAL ESO,123,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,1º E.S.O.,23,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,2º E.S.O.,30,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,3º E.S.O.,30,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,4º E.S.O.,40,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,BACHILLERATO,44,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,FP GRADO MEDIO,9,educabase-otros-03-2023-2024
2023-2024,province,Lleida,hombre,FP GRADO SUPERIOR,13,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,TOTAL,145,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. INFANTIL 2.º CICLO,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,TOTAL PRIMARIA,23,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 1.º,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 2.º,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 3.º,2,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 4.º,9,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 5.º,3,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,E. Primaria 6.º,9,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,TOTAL ESO,54,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,1º E.S.O.,11,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,2º E.S.O.,14,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,3º E.S.O.,8,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,4º E.S.O.,21,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,BACHILLERATO,23,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,FP BÁSICA,0,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,FP GRADO MEDIO,14,educabase-otros-03-2023-2024
2023-2024,province,Lleida,mujer,FP GRADO SUPERIOR,31,educabase-otros-03-2023-2024
2023-2024,province,Tarragona,total,TOTAL,397,educabase-otros-03-2023-2024
2023-2024,province,Tarragona,total,E. INFANTIL 2.º CICLO,1,educabase-otros-03-2023-2024
