course,geoLevel,geoName,sex,stage,value,sourceId
2024-2025,province,Segovia,mujer,Curso de Especialización para titulados de GS presencial,7,educabase-general-1-01-2024-2025
2024-2025,province,Segovia,mujer,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Segovia,mujer,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,TOTAL,13811,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,E. Infantil - Primer ciclo,1016,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,E. Infantil - Segundo ciclo,1894,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,E. Primaria,4545,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Educación Especial,47,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,ESO,3332,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Bachillerato (1),1183,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Bachillerato a distancia,27,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Ciclos Formativos de FP Grado Básico,139,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Ciclos Formativos de FP Grado Medio (1),884,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Ciclos Formativos de FP Grado Medio a distancia,34,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Curso de Especialización para titulados de GM presencial,8,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Ciclos Formativos de FP Grado Superior (1),657,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Ciclos Formativos de FP Grado Superior a distancia,45,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Curso de Especialización para titulados de GS presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,total,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,TOTAL,7177,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,E. Infantil - Primer ciclo,543,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,E. Infantil - Segundo ciclo,988,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,E. Primaria,2317,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Educación Especial,32,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,ESO,1722,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Bachillerato (1),546,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Bachillerato a distancia,13,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Ciclos Formativos de FP Grado Básico,98,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Ciclos Formativos de FP Grado Medio (1),465,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Ciclos Formativos de FP Grado Medio a distancia,3,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Curso de Especialización para titulados de GM presencial,8,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Ciclos Formativos de FP Grado Superior (1),415,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Ciclos Formativos de FP Grado Superior a distancia,27,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Curso de Especialización para titulados de GS presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,hombre,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,TOTAL,6634,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,E. Infantil - Primer ciclo,473,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,E. Infantil - Segundo ciclo,906,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,E. Primaria,2228,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Educación Especial,15,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,ESO,1610,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Bachillerato (1),637,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Bachillerato a distancia,14,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Ciclos Formativos de FP Grado Básico,41,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Ciclos Formativos de FP Grado Medio (1),419,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Ciclos Formativos de FP Grado Medio a distancia,31,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Curso de Especialización para titulados de GM presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Ciclos Formativos de FP Grado Superior (1),242,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Ciclos Formativos de FP Grado Superior a distancia,18,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Curso de Especialización para titulados de GS presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Soria,mujer,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,TOTAL,84941,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,E. Infantil - Primer ciclo,5506,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,E. Infantil - Segundo ciclo,10324,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,E. Primaria,27182,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Educación Especial,477,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,ESO,21407,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Bachillerato (1),7263,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Bachillerato a distancia,358,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Ciclos Formativos de FP Grado Básico,899,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Ciclos Formativos de FP Grado Medio (1),3847,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Ciclos Formativos de FP Grado Medio a distancia,637,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Curso de Especialización para titulados de GM presencial,2,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Ciclos Formativos de FP Grado Superior (1),5024,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Ciclos Formativos de FP Grado Superior a distancia,1935,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Curso de Especialización para titulados de GS presencial,80,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,total,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,TOTAL,44021,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,E. Infantil - Primer ciclo,2865,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,E. Infantil - Segundo ciclo,5237,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,E. Primaria,14030,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Educación Especial,340,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,ESO,10968,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Bachillerato (1),3462,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Bachillerato a distancia,172,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Ciclos Formativos de FP Grado Básico,642,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Ciclos Formativos de FP Grado Medio (1),2257,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Ciclos Formativos de FP Grado Medio a distancia,288,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Curso de Especialización para titulados de GM presencial,1,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Ciclos Formativos de FP Grado Superior (1),2863,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Ciclos Formativos de FP Grado Superior a distancia,833,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Curso de Especialización para titulados de GS presencial,63,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,hombre,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,TOTAL,40920,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,E. Infantil - Primer ciclo,2641,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,E. Infantil - Segundo ciclo,5087,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,E. Primaria,13152,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Educación Especial,137,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,ESO,10439,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Bachillerato (1),3801,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Bachillerato a distancia,186,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Ciclos Formativos de FP Grado Básico,257,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Ciclos Formativos de FP Grado Medio (1),1590,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Ciclos Formativos de FP Grado Medio a distancia,349,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Curso de Especialización para titulados de GM presencial,1,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Ciclos Formativos de FP Grado Superior (1),2161,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Ciclos Formativos de FP Grado Superior a distancia,1102,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Curso de Especialización para titulados de GS presencial,17,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Valladolid,mujer,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,TOTAL,19387,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,E. Infantil - Primer ciclo,1003,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,E. Infantil - Segundo ciclo,2484,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,E. Primaria,6340,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Educación Especial,111,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,ESO,5034,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Bachillerato (1),1736,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Bachillerato a distancia,52,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Ciclos Formativos de FP Grado Básico,227,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Ciclos Formativos de FP Grado Medio (1),1048,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Ciclos Formativos de FP Grado Medio a distancia,106,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Curso de Especialización para titulados de GM presencial,4,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Ciclos Formativos de FP Grado Superior (1),1045,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Ciclos Formativos de FP Grado Superior a distancia,156,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Curso de Especialización para titulados de GS presencial,41,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,total,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,TOTAL,10032,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,E. Infantil - Primer ciclo,497,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,E. Infantil - Segundo ciclo,1275,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,E. Primaria,3354,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Educación Especial,79,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,ESO,2627,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Bachillerato (1),768,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Bachillerato a distancia,30,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Ciclos Formativos de FP Grado Básico,161,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Ciclos Formativos de FP Grado Medio (1),578,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Ciclos Formativos de FP Grado Medio a distancia,23,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Curso de Especialización para titulados de GM presencial,2,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Ciclos Formativos de FP Grado Superior (1),599,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Ciclos Formativos de FP Grado Superior a distancia,8,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Curso de Especialización para titulados de GS presencial,31,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,hombre,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,TOTAL,9355,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,E. Infantil - Primer ciclo,506,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,E. Infantil - Segundo ciclo,1209,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,E. Primaria,2986,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Educación Especial,32,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,ESO,2407,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Bachillerato (1),968,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Bachillerato a distancia,22,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Ciclos Formativos de FP Grado Básico,66,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Ciclos Formativos de FP Grado Medio (1),470,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Ciclos Formativos de FP Grado Medio a distancia,83,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Curso de Especialización para titulados de GM presencial,2,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Ciclos Formativos de FP Grado Superior (1),446,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Ciclos Formativos de FP Grado Superior a distancia,148,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Curso de Especialización para titulados de GS presencial,10,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Zamora,mujer,Otros programas formativos,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,TOTAL,363397,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Infantil - Primer ciclo,17433,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Infantil - Segundo ciclo,48670,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,E. Primaria,123823,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Educación Especial,1484,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,ESO,94860,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Bachillerato (1),30721,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Bachillerato a distancia,664,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Ciclos Formativos de FP Grado Básico,5164,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Ciclos Formativos de FP Grado Medio (1),14888,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Ciclos Formativos de FP Grado Medio a distancia,3073,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Curso de Especialización para titulados de GM presencial,21,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Ciclos Formativos de FP Grado Superior (1),16759,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Ciclos Formativos de FP Grado Superior a distancia,5321,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Curso de Especialización para titulados de GS presencial,334,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,total,Otros programas formativos,182,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,TOTAL,187108,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Infantil - Primer ciclo,9083,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Infantil - Segundo ciclo,25093,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,E. Primaria,63686,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Educación Especial,949,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,ESO,48906,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Bachillerato (1),13972,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Bachillerato a distancia,313,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Ciclos Formativos de FP Grado Básico,3660,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Ciclos Formativos de FP Grado Medio (1),8534,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Ciclos Formativos de FP Grado Medio a distancia,1034,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Curso de Especialización para titulados de GM presencial,12,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Ciclos Formativos de FP Grado Superior (1),9441,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Ciclos Formativos de FP Grado Superior a distancia,2027,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Curso de Especialización para titulados de GS presencial,282,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,hombre,Otros programas formativos,116,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,TOTAL,176289,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Infantil - Primer ciclo,8350,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Infantil - Segundo ciclo,23577,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,E. Primaria,60137,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Educación Especial,535,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,ESO,45954,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Bachillerato (1),16749,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Bachillerato a distancia,351,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Ciclos Formativos de FP Grado Básico,1504,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Ciclos Formativos de FP Grado Medio (1),6354,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Ciclos Formativos de FP Grado Medio a distancia,2039,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Curso de Especialización para titulados de GM presencial,9,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Ciclos Formativos de FP Grado Superior (1),7318,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Ciclos Formativos de FP Grado Superior a distancia,3294,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Curso de Especialización para titulados de GS presencial,52,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,ccaa,Castilla-La Mancha,mujer,Otros programas formativos,66,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,TOTAL,65815,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,E. Infantil - Primer ciclo,3589,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,E. Infantil - Segundo ciclo,8571,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,E. Primaria,21802,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Educación Especial,221,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,ESO,16596,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Bachillerato (1),5807,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Bachillerato a distancia,107,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Ciclos Formativos de FP Grado Básico,918,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Ciclos Formativos de FP Grado Medio (1),2891,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Ciclos Formativos de FP Grado Medio a distancia,346,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Curso de Especialización para titulados de GM presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Ciclos Formativos de FP Grado Superior (1),3782,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Ciclos Formativos de FP Grado Superior a distancia,1103,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Curso de Especialización para titulados de GS presencial,46,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,total,Otros programas formativos,36,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,TOTAL,33892,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,E. Infantil - Primer ciclo,1877,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,E. Infantil - Segundo ciclo,4412,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,E. Primaria,11384,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Educación Especial,151,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,ESO,8493,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Bachillerato (1),2706,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Bachillerato a distancia,59,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Ciclos Formativos de FP Grado Básico,682,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Ciclos Formativos de FP Grado Medio (1),1570,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Ciclos Formativos de FP Grado Medio a distancia,116,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Curso de Especialización para titulados de GM presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Ciclos Formativos de FP Grado Superior (1),2001,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Ciclos Formativos de FP Grado Superior a distancia,375,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Curso de Especialización para titulados de GS presencial,41,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Curso de Especialización para titulados de GS a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,hombre,Otros programas formativos,25,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,TOTAL,31923,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,E. Infantil - Primer ciclo,1712,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,E. Infantil - Segundo ciclo,4159,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,E. Primaria,10418,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Educación Especial,70,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,ESO,8103,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Bachillerato (1),3101,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Bachillerato a distancia,48,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Ciclos Formativos de FP Grado Básico,236,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Ciclos Formativos de FP Grado Medio (1),1321,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Ciclos Formativos de FP Grado Medio a distancia,230,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Curso de Especialización para titulados de GM presencial,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Curso de Especialización para titulados de GM a distancia,0,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Ciclos Formativos de FP Grado Superior (1),1781,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Ciclos Formativos de FP Grado Superior a distancia,728,educabase-general-1-01-2024-2025
2024-2025,province,Albacete,mujer,Curso de Especialización para titulados de GS presencial,5,educabase-general-1-01-2024-2025
